Video_ID,Channel_Name,Title,Content_Category,Published_Date,Upload_Hour,Duration_Seconds,Has_Captions,Tags_Count,Views,Likes,Comments,Channel_Subscribers,Age_in_Days,Engagement_Rate_%,Views_Per_Day,Viral_Multiplier
3LqkGcW5dC4,Rashee Diary,Focus On Your Goal👩‍🎓📚 #study #vlog #amiladasanayake #motivation #foryou #sinhala #exam,Motivation & Tips,2025-10-25,14,25,False,0,40065,1603,7,1170,305,4.02,131.36,34.24
bKsaVXppLkg,Ravindu Bandaranayake,O/L ICT Revision Seminar 1,O/L Content,2022-05-15,23,26695,False,0,204028,13505,525,198000,1564,6.88,130.45,1.03
oHTnMux_7JA,Jokantha,අද උදේ OL සෙට් එක 😂😅  #srilanka #sinhala #funny #olevel #exam #result #relatable,O/L Content,2025-07-11,14,22,False,0,53388,1727,35,43900,411,3.3,129.9,1.22
0voErs3B2o0,Hasith Gunawardana,බලන්නකො එයාගේ හැටි 😯|#Shorts,General Education,2021-11-30,6,24,False,0,223941,4922,34,29400,1730,2.21,129.45,7.62
ba4DS1eUoWk,RAMESH A PRIYANKARA,ගිණුම්කරණය  හැඳින්වීම සහ එහි  අවශ්‍යතාවය මුල සිට සරලව( 1  ඒකකය ),General Education,2021-07-11,4,8690,False,42,241319,7580,521,78500,1872,3.36,128.91,3.07
3Qoe5azdU7g,Scipio 🦊,මේ පොත නැතුව campus යන්න බෑ ⚠️2025 A/L University apply process ✅& results l Scipio Guides,A/L Content,2026-01-29,13,661,False,18,26827,1406,0,35000,209,5.24,128.36,0.77
1n8E56q9Xv8,MCP Prasanna Sir,Grade 10|11 Maths short video 05 (කෙටි ප්‍රශ්න ) #pastpapers #grade10mathematics #education #maths,Past Papers & Revision,2024-09-22,5,60,False,26,88281,3646,54,2870,703,4.19,125.58,30.76
6U-qrJhw05c,GAMIX,ajantha sirge athal,General Education,2021-12-14,16,35,False,0,214749,8699,115,582,1716,4.1,125.15,368.98
1r4HSuOc5BE,sl dinuj creation ,2026 A/l අය ඉවරයි | Madushan Neranjan Combined Maths | CM With MN,A/L Content,2025-01-01,16,76,False,0,75174,3353,92,1780,602,4.58,124.87,42.23
k6pixP8BRkw,Melody Of Science,MCQ Paper එකෙන් මෙච්චර ගේමක් දෙන්න පුලුවන්ද? #shorts #ol #grade11 #grade10,O/L Content,2024-01-22,12,60,False,38,117686,4541,29,11600,947,3.88,124.27,10.15
qS2dKjizzWs,Chanux Bro,"After O/L Courses, Degree Programs in Sri Lanka with UCL",O/L Content,2022-12-14,10,568,False,14,167425,7714,445,2190000,1351,4.87,123.93,0.08
C0ypaTw172w,Tharu vlog,Top 10 boys schools in Sri Lanka (2024)😱❤️‍🔥👌🏻🇱🇰 #srilanka #viralshort #school#top10,General Education,2024-11-01,6,36,False,0,82089,1730,87,3290,663,2.21,123.81,24.95
yBcyMt2W0B0,EDU Dreamers,O/L maths | Short 14 #shorts #education #maths,O/L Content,2022-11-13,6,52,False,35,169232,9921,81,3840,1382,5.91,122.45,44.07
b3WkSmjBHQk,Iman Bandara Productions,Commerce Section Dance - Dudley Senanayake Central College 2024 A/L Batch Party | RECORDATIO' 25,A/L Content,2025-06-05,14,714,False,0,54419,1102,37,13800,447,2.09,121.74,3.94
q0pjnAJkA5c,ඇතුගල මැරියන්,Who's your favourite teacher ❤️‍🩹 #phonk #trending #fyp #edit #chemistry #shorts,General Education,2025-05-27,17,25,False,13,54829,1394,358,1770,456,3.2,120.24,30.98
xqwzDPNxqMM,Aspirantstudychannel,Information Technology - Most Repeated MCQs #subscribe #shorts #grow,Past Papers & Revision,2023-09-13,12,7,False,9,128964,0,13,5800,1078,0.01,119.63,22.24
q_AOTWnQfbQ,THE BISON බයිසන්,උබලා chrom එකේ බලන ඒවා ගෙදර මිනිස්සුන්ට අහුවෙන හැටි? | Ravindu Bandaranayake | ICT from abc,General Education,2025-04-17,3,80,False,0,58752,2456,29,20500,496,4.23,118.45,2.87
S49vI-xxmR4,JMC Jayasekera Management Centre,Commerce කලොත් අනාගතේ Job නෑ? තවදුරටත් Commerce තෝරාගත යුතුද? #ytshorts #fyp #viralvideo #commerce,General Education,2025-05-22,10,173,False,24,54326,2691,22,38500,461,4.99,117.84,1.41
FyvQjO2c_cU,ePapere,ඉතිහාසය කුප්පිය දෙවනවාර විභාග ඉක්කගත 11 ශ්‍රේණිය ආවරණය-grade 11 history second term revision-epapere,Past Papers & Revision,2023-10-21,17,5860,False,29,122535,5804,866,259000,1040,5.44,117.82,0.47
dBl9SBb33uY,Anuradha Perera,2027 A/L වලට MATHS/BIO කරන්න කලින් බලන්න | 2027 පන්‍ති ආරම්භක විස්තර,A/L Content,2025-03-28,5,2217,False,21,60425,1768,128,327000,516,3.14,117.1,0.18
rCX2SvkmGPA,Maths Crew,How to select subjects for A/L - සාමාන්‍ය පෙළින් පසු උසස් පෙළ කරන්න නිවැරදිව  විෂයන් තෝරාගමු - Tips,A/L Content,2021-09-28,13,316,False,29,209117,6747,894,54100,1793,3.65,116.63,3.87
U7z_aCSkwYg,Irushi kaushani Gunthilake,ශ්‍රී ලංකාවේ වැඩිම සිසුන් සහිත පාසල් 10 || Largest schools in Sri Lanka,General Education,2023-05-23,9,37,False,0,135728,0,257,3410,1191,0.19,113.96,39.8
M-jld04NW2s,වැදගත් දේවල් - Wedagath Dewal,ලංකාවේ උසස් පෙළ විභාගයේ අමාරුම විෂයන් 📚💡 Hardest & Complex A/L Exam Subjects #exam #sinhalashorts,A/L Content,2025-10-27,15,34,False,27,34434,1192,30,8220,303,3.55,113.64,4.19
eCxAtmFyHSQ,KK Academy SL,Top 10 Best Courses After A/Ls in Sri Lanka 2025 | High Demand Non-Degree Courses,A/L Content,2025-04-28,13,546,False,21,54923,1253,43,123000,485,2.36,113.24,0.45
9r9rw5JlVEw,U CAN,Maths මෙච්චර ලේසියෙන් ගොඩදාගන්න පුලුවන් වෙලත්..ඇයි බොරුවට Fail වෙන්නේ ? | Studytips| Anuradha perera,Motivation & Tips,2023-07-03,12,714,False,20,129923,5345,296,19700,1150,4.34,112.98,6.6
8uorE5SKTww,ePapere,O/L ICT අවසන් සංග්‍රාමය 01 අදියර - 10/11 Syllabus එකම දවසින් With Guess Questions - O/L ICT Revision,O/L Content,2026-02-11,4,10519,False,24,21588,1191,75,259000,196,5.86,110.14,0.08
u3HOypBz-Og,SFT තිතටම With Dilshan,2024 A/L SFT Paper #sftdilshan #srilanka #tech #school #SFT #technology #results #exam #alevels,A/L Content,2024-12-04,7,17,False,0,69354,1078,0,1280,630,1.55,110.09,54.18
wHczGBR7XcU,Ravindu Bandaranayake,O/L ICT Revision Seminar 3,O/L Content,2024-04-28,22,29482,False,0,93393,6652,370,198000,850,7.52,109.87,0.47
rtdqMpFxnjM,Pathikada Productions,Best Universities Sri Lanka|ලංකාවේ හොදම විශ්වවිද්‍යාල|Universities of Srilanka#university#srilanka,General Education,2024-11-29,7,59,False,13,69695,3573,102,7650,635,5.27,109.76,9.11
naYUVhP4b4A,Agri Lovers,ලංකාවේ හොදම විශ්වවිද්‍යාල 10 🎓 | Universities in Sri Lanka #unilife #campus #srilankauniversity,General Education,2025-09-20,5,19,False,0,37239,1950,26,13500,340,5.31,109.53,2.76
2DIxjYDQwtI,Madushan Neranjan Combined Maths | CM With MN,උසස්පෙළ සංඛ්‍යානය සම්පූර්ණ සිද්ධාන්ත කෙටියෙන් | AL Statistics | 2022 AL |CM with MN |,A/L Content,2023-01-12,9,5789,False,5,143650,4952,241,76100,1322,3.62,108.66,1.89
0l384PKvAqU,Econ by Lucky Chathuranga,Econ Lesson 01 || ආර්ථික විද්‍යාව හැඳින්වීම | Econ Theory Discussion  - Economics 2024,General Education,2024-06-07,17,7498,False,39,87511,2888,166,69000,810,3.49,108.04,1.27
VN86a7Lv6ok,Kv Iroshan,2020 O/L Exam Paper Discussion in Sinhala |Bhaga Prashnaya |Part B of  O/l Maths paper by Kv Iroshan,O/L Content,2022-02-15,10,1095,False,23,178305,8056,411,256000,1653,4.75,107.87,0.7
aG7MAkNw67w,Ravindu Bandaranayake Speeches,Truth of ranks #ravindubandaranayake #ictfromabc #al,General Education,2024-06-21,3,59,False,0,85514,4824,49,18600,796,5.7,107.43,4.6
iA0eYN9Z4U4,Ruvi's Thoughts,මම A/L Chemistry 90+ ක් ගත්ත ක්‍රමය 💎 | GCE A/L Chemistry,A/L Content,2025-11-01,17,1165,False,4,31896,1725,236,22900,298,6.15,107.03,1.39
bxFgfY-67tw,DP Education - ගණිතය,Real Numbers | තාත්වික සංඛ්‍යා (01 කොටස) -  උසස් පෙළ 12 ශ්‍රේණිය සංයුක්ත ගණිතය,A/L Content,2020-04-24,5,7594,False,21,245619,4523,251,929000,2315,1.94,106.1,0.26
e6ltpJtyosM,SL TUTUWA,Top 10 best girls school in sri lanka|ලංකාවේ හොදම බාලිකා පාසල් 10😮😮#shorts #girlsschool #top10,O/L Content,2023-09-28,11,36,False,18,112488,2639,81,10600,1063,2.42,105.82,10.61
69IE4sQI0Ww,Brain wise,Amila dasanayake sir | Motivational speech #srilanka #motivation #trending #viralvideo,A/L Content,2024-08-04,9,32,False,0,78379,3534,9,971,752,4.52,104.23,80.72
rgCZ8rzgkm0,Ravindu Bandaranayake,O/L ICT Revision Seminar 2,O/L Content,2023-05-20,21,27138,False,0,124009,9702,455,198000,1194,8.19,103.86,0.63
f15AsMoMFIo,🎀Shani Herath🎀,උදේට පාඩම් කරමු😇📚💚 #motivation #motivational #studytips #sinhalastudytips #sinhalamotivation #shorts,A/L Content,2025-05-24,12,38,False,14,47641,2506,25,2910,459,5.31,103.79,16.37
0J_9nKd-3us,Smarty Study ,Study motivation Video - Sinhala #viral #study #motivation,A/L Content,2024-04-04,7,40,False,8,87546,6566,12,4210,874,7.51,100.17,20.79
HKUIPbMIWJw,KK Academy SL,A/L ඉවරවෙලා බැංකුවක රැකියාවක් හොයනවද? | How to Get a Bank Job in Sri Lanka After A/L,A/L Content,2025-12-03,13,915,False,17,26572,874,93,123000,266,3.64,99.89,0.22
KgX8lIyUIV4,Kv Iroshan,Kulaka - O/L Maths in Sinhala | 2021 GCE O/L Mathematics Past Paper ( SET Question ),O/L Content,2022-05-17,3,866,False,30,155730,7246,319,256000,1562,4.86,99.7,0.61
6ZVQpHlo7wE,The STudenT,Motivation Video 11 | Dinesh Muthugala | #motivation,Motivation & Tips,2023-05-10,19,28,False,0,118930,6430,21,956,1204,5.42,98.78,124.4
S3PqBaw-4Eg,Azon Science Academy,How to get a degree in Sri Lanka without A/L | a/l fail උනත් රජයේ degree එකක් කරන්නෙ මෙහෙමයි,A/L Content,2023-09-13,12,620,True,19,106376,3077,260,12100,1078,3.14,98.68,8.79
c1gjUhQ_Ucc,MEDIA WITH HANSI,Arts වලින් හරිම විදිහට  subjects තෝරමු 💁 . මොකක්ද මේ Z - Score එක 🤔❓ #education #viral,General Education,2025-07-19,12,23,False,0,39738,1063,9,323,403,2.7,98.61,123.03
t6szmgxzn-8,Maths Hub,අපිට තමයි ඉතින් අමාරැ 😅🤣   #shorts,General Education,2022-07-03,10,46,False,18,148546,4814,28,7340,1515,3.26,98.05,20.24
KanIGZPIXKs,Kv Iroshan,2021 O/L Maths Past Paper Discussion | GCE O/l Examination | Kv Iroshan Maths Paper Discussion,O/L Content,2023-01-06,12,8158,False,22,129349,4308,297,256000,1328,3.56,97.4,0.51
SYrI489ivtk,Markheroes,A/l private කරන්නෙ කොහොමද?#,A/L Content,2025-07-27,0,83,False,0,38234,3698,127,148,395,10.0,96.79,258.34
g1VlBxKS7AM,ඇතුගල මැරියන්,Best Physics Teachers In Sri Lanka 🇱🇰  #phonk #trending #fyp #physics #shorts,General Education,2025-05-22,16,25,False,14,44144,904,190,1770,461,2.48,95.76,24.94
-M1K9CJIr1A,KK Academy SL,Top 10 Highest Paying Jobs for Commerce field / Lucrative Career Paths & Salary Insights,General Education,2024-09-13,8,333,False,17,68117,2250,109,123000,712,3.46,95.67,0.55
AHoxM2Y53Cg,Bio Api,Z Score එක ගැන මේ දේවල් ඔයා දන්නවද ? - A/L Exam - Z score Sri Lanka | Sinhala | Z අගය ගැන හැමදේම 📝,A/L Content,2023-02-01,11,482,False,25,124163,5275,318,558000,1302,4.5,95.36,0.22
CuYSZ43MrL4,Manji Rasara Ekanayaka  | A/L Physics,Physics Past Paper MCQ  Submission | Manji Ekanayaka #2023al #manjiteacher #pastpapers #physics,A/L Content,2023-04-19,11,13,False,0,116346,1032,14,96500,1225,0.9,94.98,1.21
lq1GYkmfCpk,Janindu Leelananda - Physics,A/L classes should have 5 invervals?,A/L Content,2025-10-08,13,43,False,0,30460,1304,7,12400,322,4.3,94.6,2.46
SS6WrmgSAeM,Rashee Diary,Focus On Your Goal👩‍🎓📚 #study #vlog  #amiladasanayake #motivation #foryou #sinhala #exam #viralshort,Motivation & Tips,2025-10-24,15,35,False,0,28923,1285,5,1170,306,4.46,94.52,24.72
S5bybveCVe4,AL Kuppiya,Econ අවුල් ද?,General Education,2023-11-16,13,51,False,21,94473,5969,22,119000,1014,6.34,93.17,0.79
IkxX1vhtUsw,Vikram Classes,Maths ♥️ Vs Biology 🧫 || #maths #vs #biology #shorts #viral,General Education,2023-10-19,13,11,False,19,96809,0,38,3170,1042,0.04,92.91,30.54
f0gGi480L8k,Education A9,#ravindu #education #sinhala #ict #ol #Al,O/L Content,2024-11-14,2,48,False,10,60065,4220,32,4730,650,7.08,92.41,12.7
DpKMZLDXlMw,ඩොටී Knowledge ,2025 ලංකාවේ හොඳම විශ්වවිද්‍යාල 10 ❤️ | Best universities 10 in sri lanka 2025 ❤️ #2025 #university,General Education,2025-07-25,2,177,False,0,36325,2831,52,2000,397,7.94,91.5,18.16
JmLRa8SplCo,Rehansa Dewdini,A/L Commerce ඔයාලට❤️,A/L Content,2024-09-25,10,735,False,0,63943,3498,464,22300,700,6.2,91.35,2.87
OUV98oF4H_k,Samadhi's Diary ,A/L Business studies පාඩම් කරන්න ගොඩ ගැහිලද ?🙄 දවසට පාඩම් දෙකයි දින 20න් full syllabus එක දෙපාරක් 🎯📚,A/L Content,2025-10-12,12,668,False,12,29036,2030,318,19300,318,8.09,91.31,1.5
IGwmNePBkAw,AL Kuppiya,"""ICT තනියම coding කරන්නේ මෙහෙමයි - A /L Island ranker🚀""",General Education,2024-09-21,14,34,False,0,64006,3474,40,119000,704,5.49,90.92,0.54
nzVm0b_I3Yo,Ravindu Bandaranayake Speeches,Ravindu Bandaranayake speeches | Advantages and Disadvantages of Doing A/L Exam in Private,A/L Content,2023-08-11,13,318,False,27,100636,5505,760,18600,1111,6.23,90.58,5.41
QIi3bXFDwOM,Combined Maths | Janindu Rashmika,A/L MATHS කරන්න කලින් බලන්නම ඕන විඩියෝ එක | A/L Combined Maths | JANINDU RASHMIKA,A/L Content,2025-03-26,14,1162,False,24,46518,2267,237,35100,518,5.38,89.8,1.33
mNrge7BvJPA,Uma Fernando 🌸 🧚,Study Plan idea for You 🙆🏆️🌸⏰ #studytipsinsinhala #motivation #sinhala #unistudent #viralshorts,Motivation & Tips,2024-05-12,14,11,False,0,75001,1685,5,19500,836,2.25,89.71,3.85
uBRTKdQkd9M,She Reviews,A/L Study Motivation | University of Colombo | UOC #srilanka #collegelife #Alevels #Exammotivation,A/L Content,2025-09-17,8,27,False,0,30532,2069,25,1690,343,6.86,89.01,18.07
HyX4dJ6dXtI,Ravindu Bandaranayake,Grade 10 ICT - Lesson 1/2 - Day 01 | 10 ශ්‍රේණිය ICT - 1/2 පාඩම - 1 දිනය,General Education,2024-06-08,3,5047,False,0,70816,2265,75,198000,809,3.3,87.54,0.36
9g57ncz9wdg,AL Kuppiya,Island 1st 😍 #motivations #motivation #viralvideos #study,Motivation & Tips,2023-09-28,10,50,False,30,91304,4589,17,119000,1063,5.04,85.89,0.77
N2rKTSGrhcg,SIYOMATHS,O/L Easy Maths | Past Paper Discussion | Mathematics | Ganithaya | Grade 10-11 & O/L |Siyomaths 🇱🇰,O/L Content,2020-06-01,5,181,False,25,195226,9692,787,245000,2277,5.37,85.74,0.8
EOEzeSbeHLg,AL Kuppiya,වාණිජ අංශයෙන් ලංකාවේම පළවෙනියා වෙන්න ඉෂිනි පාඩම් කලේ මෙහෙමයි | Island 1st commerce A/L exam,A/L Content,2022-10-16,11,807,False,30,120155,4964,0,119000,1410,4.13,85.22,1.01
ye5TzswxSxY,Charm and Calm,A/L arts තමන්ට ගැළපෙනම විෂයන් 3 තෝරගන්න විදිහ | how to choose best three subjects for Arts students,A/L Content,2022-06-08,17,642,False,0,129618,3592,439,29500,1540,3.11,84.17,4.39
DOnHSyLnFYY,Combined Maths With Sola,#2023 #2024 #2025 #advancelevel #combinedmaths #onlineclasses #mathematics #sola #education,General Education,2023-10-24,1,43,False,0,87022,1987,62,17600,1037,2.35,83.92,4.94
QTCileYpwnY,AL Kuppiya,Short note මෙහෙම හදමු 🔖,General Education,2023-06-25,12,30,False,24,96636,5062,13,119000,1158,5.25,83.45,0.81
xum7h2TeM54,Ceylon10,ලංකාවේ  ජනප්‍රියම ටියුෂන් ගුරුවරු 10  | Top 10 Popular A/L Tuition Teachers in Sri Lanka #alevel,A/L Content,2025-10-27,11,37,False,0,25148,755,33,64700,303,3.13,83.0,0.39
lyEj62HNlv0,Kv Iroshan,2020 O/L Maths Part 2 Paper - Question No 2 | Prasthara |Graph,O/L Content,2022-03-11,2,1195,False,28,134530,5859,280,256000,1629,4.56,82.58,0.53
c5sR09hu5JM,Asiri Rodrigo - Accounting,Exam එක​ට Ready වෙන්නේ මෙහෙම​යි,General Education,2023-05-14,3,60,False,21,98444,9846,64,76200,1200,10.07,82.04,1.29
8bo-O0CpIhM,Gurulu History Academy,පැන්ඩෝරා #history #onlineclasses #ඉතිහාසය #worldhistory #pandora #greekmythology,General Education,2021-10-29,17,28,False,0,143071,3758,33,1560,1762,2.65,81.2,91.71
AGKFYcMWkSk,GANDABBA,How to do AL private | How to do AL a year early,A/L Content,2023-07-27,12,725,False,17,91152,6289,1632,33300,1126,8.69,80.95,2.74
zAqLUlC-DzA,DSP EduHub,A/L Art කරලා මොනවද කරන්න පුළුවන් ?🤔🤔🤔 | Jobs field #education #  #gk #jobs,A/L Content,2024-07-11,11,11,False,0,62486,872,24,19600,776,1.43,80.52,3.19
BfjOraPEC2s,Maths with Chathura Madushan ,O/L fail නම් A/L ලියන්න පුළුවන්ද? #trending #viralvideo #gk,A/L Content,2025-07-22,6,6,False,18,32196,0,111,38600,400,0.34,80.49,0.83
MYS_hw0Zmxk,Savindu Lankathilaka,top 10 best physics teachers in Sri lanka #topteacher #trending #viral #new #shorts #famous,A/L Content,2025-09-18,4,37,False,19,27500,0,135,5430,342,0.49,80.41,5.06
HaXMPDljW1Q,KK Academy SL,A/L වලට Commerce කරන එකේ වාසි සහ අවාසි,A/L Content,2024-05-18,1,410,False,18,66106,2273,246,123000,830,3.81,79.65,0.54
LWGn3dCsyoM,Online Accounting,A/L වලට Commerce කල යුත්තේ ඇයි | A/L Commerce ප්‍රතිලාභ | Commerce කිරීමේ වාසි | විකල්ප මාර්ග,A/L Content,2022-05-29,10,2280,False,24,122209,4308,656,101000,1550,4.06,78.84,1.21
b4sXu2atMTg,Buddhipriya Madhavie,How I worked to get 9 As for my OLs | School days | study tips| medical student,A/L Content,2022-11-05,12,634,False,23,109459,3775,641,45300,1390,4.03,78.75,2.42
PyqIqqNdjco,EDU LK,ලංකාවේ ජනප්‍රියම පාසල් 10 | Top 10 Most Popular Schools in Sri Lanka #shorts #top10,General Education,2024-08-08,8,38,False,0,58259,1595,68,1000,748,2.85,77.89,58.26
PQwS7l9kJio,nccworksheet colombo,Grade 6 history sinhala mcq | ඊජිප්තු ශිෂ්ටාචාරය | grade 6 history lesson 3 sinhala - new 2021,Past Papers & Revision,2021-07-04,19,491,False,21,145571,2567,0,13100,1879,1.76,77.47,11.11
Rhzsl83wWO0,Higher Education SriLanka,සතියෙන් A/L ගොඩදැම්මා | සතියටම නිදාගත්තේ පැය 28යි | How to do A/L's in 1 WEEK,A/L Content,2024-08-18,11,818,False,25,56848,2557,347,128000,738,5.11,77.03,0.44
lNq6ahKhruY,Ascend Daily ,කැපවීම තියා ගන්න 🎓💯✊🧠 #motivation #sinhala #sigmarule #sigma #study #positivity,Motivation & Tips,2025-09-24,11,80,False,7,25634,1631,15,186,336,6.42,76.29,137.82
